Date,Open,High,Low,Close,Volume
11/04/2009,1047.14,1061.00,1045.15,1046.50,5635510000
11/05/2009,1047.30,1066.65,1047.30,1066.63,4848350000
11/06/2009,1064.95,1071.48,1059.32,1069.30,4277130000
11/09/2009,1072.31,1093.19,1072.31,1093.08,4460030000
11/10/2009,1091.86,1096.42,1087.40,1093.01,4394770000
11/11/2009,1096.04,1105.37,1093.81,1098.51,4286700000
11/12/2009,1098.31,1101.97,1084.90,1087.24,4160250000
11/13/2009,1087.59,1097.79,1085.33,1093.48,3792610000
11/16/2009,1094.13,1113.69,1094.13,1109.30,4565850000
11/17/2009,1109.22,1110.52,1102.19,1110.32,3824070000
11/18/2009,1109.44,1111.10,1102.70,1109.80,4293340000
11/19/2009,1106.44,1106.44,1088.40,1094.90,4178030000
11/20/2009,1094.66,1094.66,1086.81,1091.38,3751230000
11/23/2009,1094.86,1112.38,1094.86,1106.24,3827920000
11/24/2009,1105.83,1107.56,1097.63,1105.65,3700820000
11/25/2009,1106.49,1111.18,1104.75,1110.63,3036350000
11/27/2009,1105.47,1105.47,1083.74,1091.49,2362910000
11/30/2009,1091.07,1097.24,1086.25,1095.63,3895520000
12/01/2009,1098.89,1112.28,1098.89,1108.86,4249310000
12/02/2009,1109.03,1115.58,1105.29,1109.24,3941340000
12/03/2009,1110.59,1117.28,1098.74,1099.92,4810030000
12/04/2009,1100.43,1119.13,1096.52,1105.98,5781140000
12/07/2009,1105.52,1110.72,1100.83,1103.25,4103360000
12/08/2009,1103.04,1103.04,1088.61,1091.94,4748030000
12/09/2009,1091.07,1097.04,1085.89,1095.95,4115410000
12/10/2009,1098.69,1106.25,1098.69,1102.35,3996490000
12/11/2009,1103.96,1108.50,1101.34,1106.41,3791090000
12/14/2009,1107.84,1114.76,1107.84,1114.11,4548490000
12/15/2009,1114.11,1114.11,1105.35,1107.93,5045100000
12/16/2009,1108.61,1116.21,1107.96,1109.18,4829820000
12/17/2009,1106.36,1106.36,1095.88,1096.08,7615070400
12/18/2009,1097.86,1103.74,1093.88,1102.47,6325890000
12/21/2009,1105.31,1117.68,1105.31,1114.05,3977340000
12/22/2009,1114.51,1120.27,1114.51,1118.02,3641130000
12/23/2009,1118.84,1121.58,1116.00,1120.59,3166870000
12/24/2009,1121.08,1126.48,1121.08,1126.48,1267710000
12/28/2009,1127.53,1130.38,1123.51,1127.78,2716400000
12/29/2009,1128.55,1130.38,1126.08,1126.20,2491020000
12/30/2009,1125.53,1126.42,1121.94,1126.42,2277300000
12/31/2009,1126.60,1127.64,1114.81,1115.10,2076990000
01/04/2010,1116.56,1133.87,1116.56,1132.99,3991400000
01/05/2010,1132.66,1136.63,1129.66,1136.52,2491020000
01/06/2010,1135.71,1139.19,1133.95,1137.14,4972660000
01/07/2010,1136.27,1142.46,1131.32,1141.69,5270680000
01/08/2010,1140.52,1145.39,1136.22,1144.98,4389590000
01/11/2010,1145.96,1149.74,1142.02,1146.98,4255780000
01/12/2010,1143.81,1143.81,1131.77,1136.22,4716160000
01/13/2010,1137.31,1148.40,1133.18,1145.68,4170360000
01/14/2010,1145.68,1150.41,1143.80,1148.46,3915200000
01/15/2010,1147.72,1147.77,1131.39,1136.03,4758730000
01/19/2010,1136.03,1150.45,1135.77,1150.23,4724830000
01/20/2010,1147.95,1147.95,1129.25,1138.04,4810560000
01/21/2010,1138.68,1141.58,1114.84,1116.48,6874289600
01/22/2010,1115.49,1115.49,1090.18,1091.76,6208650000
01/25/2010,1092.40,1102.97,1092.40,1096.78,4481390000
01/26/2010,1095.80,1103.69,1089.86,1092.17,4731910000
01/27/2010,1091.94,1099.51,1083.11,1097.50,5319120000
01/28/2010,1096.93,1100.22,1078.46,1084.53,5452400000
01/29/2010,1087.61,1096.45,1071.59,1073.87,5412850000
02/01/2010,1073.89,1089.38,1073.89,1089.19,4077610000
02/02/2010,1090.05,1104.73,1087.96,1103.32,4749540000
02/03/2010,1100.67,1102.72,1093.97,1097.28,4285450000
02/04/2010,1097.25,1097.25,1062.78,1063.11,5859690000
02/05/2010,1064.12,1067.13,1044.50,1066.19,6438900000
02/08/2010,1065.51,1071.20,1056.51,1056.74,4089820000
02/09/2010,1060.06,1079.28,1060.06,1070.52,5114260000
02/10/2010,1069.68,1073.67,1059.34,1068.13,4251450000
02/11/2010,1067.10,1080.04,1060.59,1078.47,4400870000
02/12/2010,1075.95,1077.81,1062.97,1075.51,4160680000
02/16/2010,1079.13,1095.67,1079.13,1094.87,4080770000
02/17/2010,1096.14,1101.03,1094.72,1099.51,4259230000
02/18/2010,1099.03,1108.24,1097.48,1106.75,3878620000
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
